Primary,Census,Count
NARCOTICS,797.0,13.0
NARCOTICS,798.0,11.0
NARCOTICS,799.0,3.0
NARCOTICS,800.0,217.0
NARCOTICS,801.0,20.0
OTHER NARCOTIC VIOLATION,12.0,1.0
OTHER NARCOTIC VIOLATION,64.0,1.0
OTHER NARCOTIC VIOLATION,92.0,2.0
OTHER NARCOTIC VIOLATION,99.0,1.0
OTHER NARCOTIC VIOLATION,129.0,1.0
OTHER NARCOTIC VIOLATION,159.0,1.0
OTHER NARCOTIC VIOLATION,193.0,1.0
OTHER NARCOTIC VIOLATION,342.0,1.0
OTHER NARCOTIC VIOLATION,358.0,1.0
OTHER NARCOTIC VIOLATION,368.0,2.0
OTHER NARCOTIC VIOLATION,459.0,1.0
OTHER NARCOTIC VIOLATION,498.0,1.0
OTHER NARCOTIC VIOLATION,567.0,1.0
OTHER NARCOTIC VIOLATION,590.0,1.0
